reviewer,rating,comment,date,helpful,reply,shopid,itemid
n*****1,5,"Chất lượng sản phẩm tuyệt vời, giá cả hợp lý. Đã giới thiệu cho bạn bè.",2025-06-29,0,,1044352529,25279395948
t*****7,5,"Đã nhận được hàng, mình mua rất nhiều lần của shop rồi nên không cần nói thêm.",2024-09-19,0,,1044352529,25279395948
t*****3,5,"xịn xò lắm nha, sản phẩm đẹp và chất lượng
đã dùng và thấy sạc nhanh thật",2024-08-28,0,,1044352529,25279395948
t*****u,5,"￼SHIKICK Phễu Muỗng Cà Phê, Thìa Phễu Nhựa Có Thể Tái Sử Dụng, Thìa Cà Phê Nhấp Nhọn Sáng Tạo",2025-09-12,0,,1044352529,25279395948
thanhhuynhgtvt,5,"Cảm giác cầm hơi ngồ ngộ, lạ lạ :)) để dùng thời gian coi sao!",2025-07-18,0,,1044352529,25279395948
tienhdo,5,Chat luong san pham tuyet voi cung cap ko co hi de che hu vong tot,2025-07-29,0,,1044352529,25279395948
meimei.0109,5,"Giao hàng nhanh mua lần 3 rồi vẫn thấy rất ok, anker vẫn là cái gì đó mình rất tin tưởng khi sử dụng mặc dù giá có nhỉnh hơn so với thị trường",2024-06-30,0,,1044352529,25279395948
a*****0,5,"Cáp được bọc kỹ càng, dây dài nằm từ đầu giường đến cuối giường cũng đc",2024-08-29,0,,1044352529,25279395948
l*****1,5,"Cáp sạc dùng OK lắm 
Chắc tay 
Sạc này dùng bền lắm 
Mọi người nên mua nha",2024-08-17,0,,1044352529,25279395948
42ee65_t2y,5,hàng ổn giao nhanh hình ảnh và video chỉ mang tc nhận xu =))))),2024-08-16,0,,1044352529,25279395948
hmtst30071990,5,"Hàng đầy đủ, mới, đúng mô tả, phù hợp giá, dự kiến sẽ mua tiếp ủng hộ ! Thank shop !",2024-07-18,0,,1044352529,25279395948
h*****u,5,"Sản phẩm được, chất liệu oke mát mẻ phù hợp với lứa tuổi. Giao hàng nhanh",2025-05-25,0,,1044352529,25279395948
h*****6,5,"sạc mua rẻ mà sạc nhanh phết, kbt dùng có đc lâu ko nma mình thấy tốt",2024-09-03,0,,1044352529,25279395948
m*****h,5,Giao hành nhanh sạc nhanh mình dùng đầu sạc iphone cũng ổn lắm,2025-09-09,0,,1044352529,25279395948
n*****0,5,"Cưng qá nè mí bà , em lại lên chiếc sét con voi mới ra
lò đây ah . Chất vải em sét này 10/10 lun í chất dày dặn mà siu mát , thời tiết này mặc nhưng sét ntay là thoải mái thui ah 🩵",2024-10-03,0,,1044352529,25279395948
a*****6,5,"Giao hàng nhanh, đúng sản phẩm, xài oke, 5 sao, không có gì phải bàn cãi :)",2025-04-23,0,,1044352529,25279395948
h*****y,5,"dùng oke, ổn định (trước mắt là vậy), dây 1m8 hơi dài quá với t, ai sạc gần chắc 0.9m là đủ",2025-10-11,0,,1044352529,25279395948
n*****i,5,"there are many changes in my neiboughood:
in the past, there was a few of houses or even empty or some of wooden buildings. but now there are many low rise buildings or even high rise buildings instead.
there were a lot of convenience stores or supermarkets replaces the old wet market.
there used to be many rice field or pine hills here, but now it has been replaces by school, hospital, markets and so on",2025-06-05,0,,1044352529,25279395948
n*****8,5,"Sao em giữ thành phố trong đôi mắt?
Thành phố mưa, mắt em cũng ướt nhoè",2024-10-14,0,,1044352529,25279395948
lan_22.07.03,5,"Chất lượng bình thường,giao hàng đủ,mong là bền hơn các loại khác",2025-08-08,0,,1044352529,25279395948
nguyen_thien_thanh,5,"Dây sạc anker  mẫu mã rất đẹp,chất lượng tốt.Dây sạc anker sạc rất nhanh.",2025-08-09,0,,1044352529,25279395948
namthuy240318,5,"Tốc độ:1 cái tử tế hơn 10 cái lắt nhắt
Chất liệu:neen mua

Chấn thương đeo bám
Real Madrid trở lại mạch thắng khi đánh bại Athletic Bilbao vào đêm thứ Tư vừa qua với tỷ số 3-0. Tuy nhiên sau trận đấu đội bóng thủ đô TBN lại có thêm tổn thất nhân sự mới, khi hậu vệ biên Trent Alexander-Arnold đã bị chấn thương cơ và phải nghỉ hết năm.",2025-12-05,0,,1044352529,25279395948
thietbiytedidacloi,5,"Giao Đầy đủ món.Ngon xỉu úp xỉu down,đóng gói tốt.mê man bất tỉnh",2024-10-06,0,,1044352529,25279395948
t*****t,5,"Hình ảnh chỉ mang tính chất nhận xu, đóng gói cẩn thận. Xạc cũng nhanh",2025-08-26,0,,1044352529,25279395948
t*****0,5,"sản phẩm chất lượng tốt, đóng gói cẩn thận , mọi người nên mua. ok",2025-03-30,0,,1044352529,25279395948
l*****p,5,"sản phẩm rất rất tuyệt vời. 
sử dụng rất ưng ý.  
cáp sạc chắc chắn.",2024-06-02,0,,1044352529,25279395948
nguyenthiphuonganh30012004,5,Hànggggg đóng góiiiii oke sạc vô pin nhé xịn nha nói chung 10 điểm,2024-09-07,0,,1044352529,25279395948
clh_sp9bm6,5,"Hàng độc quyền nhà Anker rất đỉnh, xịn, ngon, mặc dù giá hơi cao nhưng đáng đầu tư.",2025-09-28,0,,1044352529,25279395948
myhacutequadi,5,"Đúng với mô tả:dr
Chất lượng sản phẩm:mua

Mua bên shop cũng lần t2 r rất uy tín mà ưng ý . Mng nên trải nghiệm nha",2024-07-13,0,,1044352529,25279395948
uu.23,5,"Sản phẩm okila, giao hàng nhanh chuẩn. Gói hàng chắc chắn!!!",2025-08-05,0,,1044352529,25279395948
srvr64p42k,5,Tốt !,2024-05-28,0,,1044352529,25279395948
leonguyenheo,5,Hàng bên đây thì khỏi phải bàn rồi nhìn chắc chắn mà bền nữa sẽ ủng hộ shop lần sau nè,2025-05-17,0,,1044352529,25279395948
f7ksqajl39,5,Anker giá hơi cao nhưng mà chất lượng xứng đáng với giá tiền nha,2025-10-08,0,,1044352529,25279395948
d*****x,5,"Dây sạc nhanh, điện thoại không bị nóng, khuyến khích nên mua",2024-09-19,0,,1044352529,25279395948
trinhvu100,5,"💞Nhảy dây, nước ngọt trong túi, bi ve... Ở đây không có làm việc 996, chỉ có khoảnh khắc tan học mãi không tàn. 💞",2025-07-04,0,,1044352529,25279395948
tienyyuuiiii,5,"Tìm việc lương ngày cho nam
Ngày làm 2 ca cũng đc miễn là lương cao
ưu tiên shoppe nếu có lương ngày e đki đi luôn
Để lại zalo e sẽ liên hệ trực tiếp",2024-10-05,0,,1044352529,25279395948
nguyen_phuong_thuy_2701,5,Giao hàng hơi lâu còn lại ok. sạc nhanh đóng gói cẩn thận !!!!!,2025-08-27,0,,1044352529,25279395948
t*****3,5,Bình luận mang tính nhận xu sản phẩm tốt giao hàng nhanh nên mua nha mn,2026-01-04,0,,1044352529,25279395948
lantienlethi,5,"[TB] Đừng quên bạn có ưu đãi VIP! Nhận ngay 8GB/ngày giải trí thả ga và thoải mái xem phim trên ClipTV. Soạn CV gửi 9199. Ưu đãi chỉ 10.000đ/ngày. Chi tiết LH 18001090. Từ chối tư vấn CSKH của MobiFone, soạn TC 9199 gửi 9241.",2025-04-25,0,,1044352529,25279395948
tranthitrami060498,5,Sạc nhanh giao nhanh nên mua nha,2024-08-07,0,,1044352529,25279395948
malieclothing,5,"Chất lượng tốt, đẹp",2025-03-14,0,,1044352529,25279395948
bi1747,5,"Sản phẩm đúng mô tả, đóng gói cẩn thận và giao hàng nhanh chóng",2025-10-20,0,,1044352529,25279395948
quocbaoduong1307,5,"xài ok xịn chất lượng
giá cả hợp lí
biết nói gì nữa đây hêhhhehehehe",2024-10-06,0,,1044352529,25279395948
t*****6,5,Giao hàng nhanh chóng đóng gói cẩn thận phù hợp với giá tiềnnn,2024-07-10,0,,1044352529,25279395948
n*****e,5,"Giao hàng nhanh, hình ảnh chỉ mang tính chất nhận xu, hàng tốt",2025-06-05,0,,1044352529,25279395948
xianxian119,5,"(TB) Ưu đãi tới tay, nạp thẻ ngay kẻo trễ! VinaPhone tặng Quý khách nhận được tin nhắn 20% giá trị thẻ nạp trong HÔM NAY 06/5/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .CSKH: 18001091 (0đ).",2025-05-07,0,,1044352529,25279395948
tabistudio99,1,"Khuyên mọi người đừng mua, bộ sạc 500k về cắm cứ đang sạc tự ngắt rồi lại tự sạc, chả mấy mà hư điện thoại. Cắm sạc tầm 2 tiếng mới đầy pin. Đã thử bộ sạc khác không bị lỗi gì.",2025-09-03,0,,1044352529,25279395948
nguyenhonghanh2212,5,Sạc nhanh - chất lượng sản phẩm tốt,2025-06-25,0,,1044352529,25279395948
p*****3,5,"hãng này thì quá nổi tiếng rồi, nên mình cũng yên tâm xài lắm nhaa",2025-04-06,0,,1044352529,25279395948
hotra5401,5,"Chất lượng sản phẩm ok, hình ảnh chỉ mang tính chất nhận xu không có gì để tham khảo, cảm ơn, cũng được nên muốn mua thì mọi người cứ mua ạ",2025-10-25,0,,1044352529,25279395948
_zu2rlfi8e,5,Hàng chất lượng sử dụng tốt,2025-03-19,0,,1044352529,25279395948
duongnhan93,5,"Giao hàng nhanh, đúng như ảnh",2024-09-22,0,,1044352529,25279395948
m*****8,5,ok dùng tốt lắm shop nhé,2024-09-11,0,,1044352529,25279395948
i.ambu0,5,"Đã mua của shop 2 sợi rồi, chất liệu oke lắm. Hình ảnh và video chỉ mang tính chất nhận xu",2025-04-27,0,,1044352529,25279395948
h*****n,5,Vừa hạ luôn.. Đã test nho.. cứng đét ngọt thơm.. e tranh được 25 xách thôi.. #250k/1xách các bác ơi.. biếu tặng siêu sang + ngon..!!!,2024-08-09,0,,1044352529,25279395948
__nganlee.351,5,"Giao nhanh, dây dài. Mà màu trắng dễ dơ nên cân nhắc khi mua nha.",2024-09-19,0,,1044352529,25279395948
thunguyen2193,5,"Giao hàng nhanh, đóng gói cẩn thận, hàng giao giống hình ảnh miêu tả",2025-06-08,0,,1044352529,25279395948
_*****n,5,"Sạc tương đối nhanh, dây 0,9m khá ngắn nên mọi người mua loại 2m cho tiện",2024-06-28,0,,1044352529,25279395948
nguyenngoclihn,5,Điểm 10 cho sp nha. Chất lượng!,2024-08-07,0,,1044352529,25279395948
t*****i,5,Dùng rất thích và đã mua đi mua lại nhiều lần cho đồng nghiệp trong công ty,2024-07-23,0,,1044352529,25279395948
l*****i,5,"Đúng với mô tả:dung

“Nghĩ thoáng thôi em, cái gì đổ thừa cho người khác được thì đừng đổ lỗi cho bản thân mình.” 😄",2025-09-08,0,,1044352529,25279395948
l*****6,5,"Đã mua nhiều lần của shop, đóng hàng rất cẩn thận, hàng chuẩn nha",2025-07-02,0,,1044352529,25279395948
t*****m,5,"Đúng với mô tả:ok

Ok I just want you in my room to go with me and you have a good time and you",2024-08-11,0,,1044352529,25279395948
2*****e,1,Shop giao dây bị lỗi . Sạc không vô pin,2024-08-23,0,,1044352529,25279395948
kimthao2122,5,Có mua củ sạc rồi thấy ok nên mua thêm dây. Có nút gài dây lại cho gọn nữa,2025-07-10,0,,1044352529,25279395948
h*****e,5,"Câu lạc bộ bóng đá Madrid, câu lạc bộ có truyền thống mặc bộ trang phục sân nhà màu trắng kể từ khi thành lập. Tước hiệu real trong tiếng Tây Ban Nha có nghĩa là ""hoàng gia"" được vua Alfonso XIII phong tặng cho câu lạc bộ vào năm 1920",2025-07-12,0,,1044352529,25279395948
khoaiutd,5,Dây sạc to và dày dặn,2024-07-25,0,,1044352529,25279395948
h*****0,5,"sản phẩm shop về chất lượng thì được mọi người đánh giá cao, mình mới trải nghiệm mấy tháng thôi nên chưa biết ntn",2024-08-16,0,,1044352529,25279395948
va_aaykigi,5,Sạc oke nha mn nên mua,2025-05-20,0,,1044352529,25279395948
d*****0,5,"""Mình trước giờ rất ít khi huỷ kết bạn với ai, xoá số của ai. Nhưng một khi mình đã làm điều đó, nghĩa là mãi mãi không có ngày tái hợp. Con người mình chính là, trong bất kì mối quan hệ nào kể cả tình yêu hay bạn bè đi chăng nữa, tất cả đều cần được tôn trọng như nhau. Mình trân trọng * bạn, nhưng đối với bạn mình là điều gì đó không cần thiết mình sẽ tự động rời khỏi mối quan hệ đó.

Đã không cần thiết, thì không cần giữ.""",2024-09-10,0,,1044352529,25279395948
moclam99,5,"(Hình ảnh minh hoạ khum phải hình ảnh sản phẩm)

Cáp sạc anker hãng nổi tiếng nên mua dùng
Hy vọng là an toàn, bền ạ
Khum biết có sạc nhanh hông
Mọi người mua trải nghiệm ạ",2024-09-17,0,,1044352529,25279395948
nhittieuthu,1,"Chất lượng sản phẩm:kém chất lượng
Đúng với mô tả:tệ, rất rất tệ, cực kỳ tệ

Dây sạc mua hơn 3xx mà dịch vụ bảo hành đổi trả rất tệ cực kỳ tệ, nhắn tin với khách như AI chỉ coppy pass. Dây sạc mua của shop ghim thử 2 đt đều không vô pin có video gửi shop nhưng shop vẫn đổ lỗi do đốc sạc. Trong khi mình giữ nguyên đốc cắm dây sạc khác vô thì pin vẫn lên :)",2025-10-21,0,,1044352529,25279395948
d*****k,5,is your Google verification code. Don't share your code with anyone.,2025-12-15,0,,1044352529,25279395948
mebull4718,5,Shop giao đủ hàng và đúng số lượng. Mình chuyên đồ tráng miệng khu vực HCM zl 0937942993,2024-09-07,0,,1044352529,25279395948
thanhphong0000097,5,"Hình ảnh và video chỉ mang tính chất minh hoạ còn sp giao nhanh,chất lượng thì sài rồi cmt sau 😂😂😂😂😂",2025-03-29,0,,1044352529,25279395948
ruadotop,4,"Giao hàng đúng, sản phẩm chất lượng",2024-08-29,0,,1044352529,25279395948
o*****9,5,"Cháu lên 3 cháu đi mẫu giáo
Cô thương cháu thì cháu không khóc nhè",2025-08-11,0,,1044352529,25279395948
i*****0,5,"Sạc oke, như hình, mà chắc lần sau mua 2m, 1m ngắn quá, k biết hãng có làm loại 1m5 thì oke.",2025-03-30,0,,1044352529,25279395948
n*****3,5,"Giỏi chịu đựng thôi, chứ không phải không biết đau.
Hiểu chuyện thôi, chứ không phải là không biết tủi thân.",2025-09-15,0,,1044352529,25279395948
kimhoa1702020,5,￼Cáp Sạc Nhanh ANKER 542 BioBased USB-C to L đạt MFi thích hợp iPhone 14 trở xuống - A80B1/2,2025-12-11,0,,1044352529,25279395948
anhdao0807,5,"Sản phẩm chắc chắn, tiền nào của đó",2025-08-08,0,,1044352529,25279395948
,5,"Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.",2024-07-11,0,,1044352529,25279395948
maymay252100,5,"Sản phẩm tốt, hợp với túi tiền. Nên mua nha mọi người ơi, tui mua mấy lần ở đây rồi ❤️❤️❤️",2025-07-03,0,,1044352529,25279395948
tranminhlocryan,1,Đúng với mô tả:chả hiểu làm ăn như nào mà giao hàng bị như v. Nhắn shop thì ko trl,2025-11-15,0,,1044352529,25279395948
b*****i,5,"Sẽ có những cái tên ta đã quên là vì
Thoáng trước mắt đôi lần bao thời gian qua đi
Em chẳng còn thơ bé tôi cũng thôi dại khờ
Ta xa lạ như thế từ bao giờ
Và cũng có những cái tên ta đâu nỡ quên là vì
Lắm ký ức chẳng cho bao chuyện buồn vui qua đi
Năm năm chẳng hề mau để ai đợi ai mãi
Nhưng còn hơn trăm năm ta chẳng biết đến nhau
Lần này đau thôi xin hẹn lần sau
Ngày xưa ấy cũng đã ghi vào giấy
Nhưng sẽ mau bạc màu
Vậy thì giữ trong tim
Một lần thương sao muôn đời còn vương
Ngày sau đến chắc có đi cùng hướng
Nay lỡ không cùng đường
Hẹn lần sau",2026-02-25,0,,1044352529,25279395948
cadep032,5,"TK 40140100046400017 -100,000VND;SD: 2,428,543VND;07/06/24 07:50 do em thang em huong da den quan- Ma GD:268262. So TK dich:..1333. Ma NH dich:970422",2024-06-07,0,,1044352529,25279395948
g*****3,5,"BACK TO TOP
An Italianate garden is a formal garden design perfected in Renaissance Italy. It is marked by a heavy reliance on hardscape features, manicured evergreens, scented herbs, and Mediterranean plants. The hallmark of an Italian garden is order, as expressed by",2024-08-16,0,,1044352529,25279395948
hiplo2017,5,Giây sạc quá cứng! Chán ngắt! K giống giây lần trước mua nó mềm cắm dễ. Dùng cứng khó chịu lâm,2025-09-16,0,,1044352529,25279395948
t*****m,5,"Hình ảnh mang tính chất nhận xu, cáp mềm, sạc nhanh nhưng dây to nên nhìn hơi thô",2026-03-01,0,,1044352529,25279395948
d3_i_asotv,5,Tiền nào của đấy chưa biết có bền hay k nhưng hiện tại cảm thấy ưng ý,2025-08-17,0,,1044352529,25279395948
h*****6,5,Gia han goi VD2 khong thanh cong. CSKH 18001091 (0d). Xin cam on da su dung dich vu cua VinaPhone.,2024-09-04,0,,1044352529,25279395948
btbp15491,5,Ảnh mang tính chất nhận xu. Chưa dùng nhưng cảm quan thấy ok nha.,2024-07-12,0,,1044352529,25279395948
vinhphm120,5,"Thương em bờ vai nhỏ nhoi, đôi mắt hóa mây đêm
Thương sao mùi dạ lý hương vương vấn mãi bên thềm
Đời phiêu du cố tìm một người thật lòng
Dẫu trời mênh mông, anh nhớ em (anh nhớ em)",2025-10-22,0,,1044352529,25279395948
ltqn3008,5,"Ngô Quyền quẹo trái vào Đỗ Anh Hàn, rẽ trái vào Nguyễn Thị Định. Tại ngac 5 rẽ vào Trương Hán Siêu, rẽ phải vào Nguyễn Thế Lộc",2024-07-18,0,,1044352529,25279395948
m*****0,5,Hàng oki ạ huhubahshsnjsnsbbwjksbsbbsgsvcsvsks uhsv hssv. E e e x a aid t t y Jewish để,2025-07-14,0,,1044352529,25279395948
phamthiquynhgiang_22.,4,"Sạc chậm lắm luôn, 10p vô ktra vẫn đứng im pin hmmmmmm 😡😡",2025-03-17,0,,1044352529,25279395948
sandykrubg,5,"Siêu cổ phiếu VIX vẫn tăng mạnh, ngắn hạn có khi nào kéo lên 20 luôn ko ACE, trung và dài hạn vẫn còn dư địa tăng tiếp, ACE nào mua VIX chờ chỉnh thì mua nhé tránh đu bám đoạn này là đu đỉnh. 
Chúc ACE đầu tư thành công.",2025-07-21,0,,1044352529,25279395948
6qlvz_czjo,5,Sài khá ổn 1 tg nx mới biết ( ảnh và video mang tính chất nhận xu),2024-09-09,0,,1044352529,25279395948
ngyen_nhi,5,"ê cáp sạc này sạc nhanh nha ,mình mới mua mỗi cáp, để hốt thêm củ sạc cho đủ bộ",2025-09-02,0,,1044352529,25279395948
p*****2,5,"sản phẩm tốt mới cho 5 sao nha, hình ảnh chỉ mang tính chất minh hoạ lấy xuuuu",2024-09-16,0,,1044352529,25279395948
ngoclam122012,5,Vì Hv Hv học jvv Hv Hv chuyền DHF chứ chúc đu đu khgvi yêu,2024-10-04,0,,1044352529,25279395948
n*****3,5,"Hàng có chất lượng là 60 sẽ lại
Cảm ơn shop nhiều nha cảm ơn shop nhiều nha",2024-09-08,0,,1044352529,25279395948
1*****2,5,"oke nhé, ê ý là không biết nói gì áy, vì sạc anker okela nhé hă djan sms",2026-01-29,0,,1044352529,25279395948
sepuo4zhvz,5,Sạc nhanh ok,2025-04-27,0,,1044352529,25279395948
u*****9,5,"hình ảnh chỉ mang tính chất minh hoạ nhận xu, đồ đẹp, sẽ ủng hộ thêm",2025-07-31,0,,1044352529,25279395948
hngphiphm486,4,Chất lượng sản phẩm:Good,2024-08-11,0,,1044352529,25279395948
nhuquynh7703,5,Hình ảnh và video mang tính chất nhận xu. Đã mua sản phẩm 1 lần và nay ủng hộ lận 2,2025-06-09,0,,1044352529,25279395948
trucly269,5,Chất lượng sản phẩm:tot,2024-05-17,0,,1044352529,25279395948
h*****n,5,"Ok ,hàng của hẵng này thì giá khá cao nhưng dsi đôi với chất lượng nên mua nha",2025-06-06,0,,1044352529,25279395948
nguyenthaibinh11026789,5,"Hội nhập là gì? Vì sao phải hội nhập khu vực, hội nhập quốc tế?",2025-07-07,0,,1044352529,25279395948
voboinhu,5,"Mua rất nhiều lần bên shop rồi, anker thì khỏi nói về chất lượng nữa, quá uy tín òi",2025-05-02,0,,1044352529,25279395948
loey_03,5,Đánh giá Shop và Đánh giá Sản phẩm là hai tiêu chí quan trọng thể hiện mức độ hài lòng của Người mua với Người bán. Và đồng thời cung cấp thông tin tham khảo hữu ích cho Người mua tiềm năng rằng liệu sản phẩm hoặc Shop có đáp ứng mong đợi của họ hay không.,2024-09-05,0,,1044352529,25279395948
b*****3,5,Đánh giá chỉ mang tính chất nhận xu hoi nè. Hàng cũng tạm chưa sài chưa bít,2025-06-28,0,,1044352529,25279395948
hothuyvy1011,5,Sạc nhanh,2025-09-16,0,,1044352529,25279395948
banhmisuachuaa,5,Sản phẩm siu okila và chất lượng nhé :3 lần sau sẽ quay lại ạ cảm ơn shop rất nhiều,2025-05-11,0,,1044352529,25279395948
nguyenhoangcong98,1,"Chất lượng sản phẩm:chưa dùng chưa biết
Đúng với mô tả:đúng

Giao hàng lâu cực kì shipper k nhanh nhẹn tôi ghét cảm giác phải chờ đợi lâu như vậy! Không hài lòng 1 * là xứng đáng",2024-09-16,0,,1044352529,25279395948
t*****7,5,"dây loại này hơi cứng so với dây kèm củ sạc á, cảm giác sợ gãy lắm í🥰🥰",2025-10-24,0,,1044352529,25279395948
tinaxinh97,5,"Hiệu Anker thì rất quen, mình dùng tận 2-3 năm mới hư, đáng đồng tiền lắm ạ",2024-07-17,0,,1044352529,25279395948
p*****9,5,Dbhc be bét bét men men rượu trong người em yêu ơi em đang làm gì hết rồi a hi hi chị cảm thấy hủ,2024-07-11,0,,1044352529,25279395948
t*****9,5,"Mua của shop nhiều lần, hiệu quả, đóng gói cần thận. Nên mua nha mn",2025-06-29,0,,1044352529,25279395948
hqkl2422,5,"Vì 1 lý ko rõ nào đó mà cái liên kết id apple đã bị gở và mình ko còn cách nào khác để vào lại đc nữa cả
Và mình lại bị kẹt vào 1 cái gmail lạ và ko có cách nào đổi liên kết để thay và thoát ra đc
Và tk đã cày bt bao công sức 1 năm tr kia coi như là đóng băng và ko tồn tại nữa r

Vậy thì mình nên làm thế nào để lấy lại đây hay là làm lại cuộc đời và từ bỏ cái acc tâm huyết đó đây ae

Help me :(((??",2024-09-15,0,,1044352529,25279395948
nhat0991,5,"Cóc 45W và dây,, xài ok lắm nha",2025-08-04,0,,1044352529,25279395948
ngocdao2112,5,"Đúng với mô tả:cc v
Chất lượng sản phẩm:cc

Cung dc ok cho la vạy dj de nhan xh nki chu v la ok a mua dj 5 sao kk dionc",2024-09-06,0,,1044352529,25279395948
zhongxin18,5,Tạm cho 5 sao đợi sử dụng một thời gian rồi đánh giá lại,2026-01-01,0,,1044352529,25279395948
thaoanh567,5,"ổn ạ, hình ảnh video chỉ mang tính chất nhận xuuu thoai ạ hêhhehe",2024-08-14,0,,1044352529,25279395948
n*****0,5,"Đã nhận được hàng, đánh giá để nhận xu là chính, không đánh giá gì thêm hết nhé",2024-07-12,0,,1044352529,25279395948
thiennhi12061999,5,Oke oke I will be there in about an hour or a minute or something like this weekend,2024-08-08,0,,1044352529,25279395948
dat.08_05,5,"Đúng mô tả, sài okie",2024-08-13,0,,1044352529,25279395948
toan_toan286,5,Sạc nhanh,2025-05-22,0,,1044352529,25279395948
myminem,5,"Mọi người có thấy việc làm sai trước mặt người nước ngoài thay vì xin lỗi thì nhận mình là người trung quốc, ấn độ nó vô duyên vcd không?",2025-07-25,0,,1044352529,25279395948
congson61193,5,Dchy trong ít nhất cũng dc fda gh hd and I was,2024-10-03,0,,1044352529,25279395948
p*****4,5,"hình ảnh và video chỉ mang tính chất nhận xu và nhận xu.. tks shop nhèo

ANKER thì nói gì nữa .. tiền nào của đó luôn á",2025-05-04,0,,1044352529,25279395948
ducdungdinh,4,Sản phẩn ok,2024-09-09,0,,1044352529,25279395948
h*****1,5,Hsisbdxuwbv jcsbsuhdnx jwof ú rí ừo du aodt dsu qì rdu akdis aid,2024-08-26,0,,1044352529,25279395948
7hoangtu,5,"Hình ảnh và video chỉ mang tính chất nhận xu 
Sẽ ủng hộ shop thêm ạ",2025-08-02,0,,1044352529,25279395948
hatrangqn95,5,"Đánh giá chỉ mang tính chất nhận xu thôi ạ, mua tặng nên chưa biết chất lượng như nào",2025-05-20,0,,1044352529,25279395948
t*****3,5,Hình ảnh và đoạn quay chỉ mang tính chất nhận xu minh hoạ nhé shop,2025-11-16,0,,1044352529,25279395948
t*****9,5,Tai khoan cua Quy khach khong du 50000d de gia han goi MP50S. Vui long nap them tien va soan MP50S gui 109 de dang ky lai. Chi tiet LH 198 (mien phi). Tran trong.,2024-09-29,0,,1044352529,25279395948
luckylinh1992,3,Sạc chậm hơn sạc apple,2024-08-24,0,,1044352529,25279395948
h*****0,5,"thấy mọi người khen nhiều nên mua trải nghiệm ..Đã 30 ngày bạn chưa đăng nhập tài khoản bán hàng trên Shopee. Nếu bạn vẫn không đăng nhập trong 60 ngày tới, tài khoản bán hàng của bạn sẽ bị vô hiệu hóa, đồng nghĩa với việc Người mua sẽ không thể nhìn thấy sản phẩm và mua hàng từ Shop của bạn.",2024-06-30,0,,1044352529,25279395948
tamcvct,4,Cũng được. Màu trắng hơi xấu,2024-06-30,0,,1044352529,25279395948
h*****i,5,Đã mua đi mua lại rất nhiều lần rất ưng nha cả nhà ơi (hình ảnh chỉ mang tính chất minh họa thôi nha),2025-05-04,0,,1044352529,25279395948
n*****n,5,"C&B (hoặc CnB) là viết tắt của cụm từ tiếng Anh Compensation and Benefits – Tiền lương và Phúc lợi. Đây là bộ phận chịu trách nhiệm về các quyết định lương thưởng, chế độ phúc lợi của nhân viên trong công ty. Thực tế, Compensation có ý nghĩa khá rộng, ví dụ như tiền bồi thường hay tiền thưởng",2025-06-06,0,,1044352529,25279395948
anhanhh92,4,Sạc bthuog ko nhanh mấy,2025-06-11,0,,1044352529,25279395948
v*****_,5,"Chất lượng sản phẩm:sạc nhanh dây cứng cáp
Đúng với mô tả:giống với hình mô tat của shop

dây dài lắm luôn",2024-05-20,0,,1044352529,25279395948
nguyenvo1602,5,Đã giao hàng rồi. Giao hàng nhanh chóng. Sản phẩm chính hãng nên tốt,2024-05-16,0,,1044352529,25279395948
ledungnek,5,"rất tốt rất tốt rất ngonnnn
hehwbshxbwnwhzbdbwjsbbdbenenkklmznbsbsbwbbx",2025-07-08,0,,1044352529,25279395948
ntc2302,5,Sp chất lượng,2024-06-16,0,,1044352529,25279395948
kimchi141020,5,Chất lượng,2026-01-02,0,,1044352529,25279395948
thoanguyen.511,5,Sp tốt,2025-03-09,0,,1044352529,25279395948
z*****g,5,Good,2024-06-27,0,,1044352529,25279395948
sangtm91,5,Good,2024-07-03,0,,1044352529,25279395948
hoangnam9971,5,chất lượng,2025-08-28,0,,1044352529,25279395948
ree0vlupgs,5,Sp chính hãng nha,2024-09-11,0,,1044352529,25279395948
k7dh4strc7,5,Sạc dùng oke ạ,2024-09-08,0,,1044352529,25279395948
chuducthanghd2002,5,Chính hãng tuyệt vời,2024-08-25,0,,1044352529,25279395948
rexragaminh275,5,oke cũng được,2024-09-17,0,,1044352529,25279395948
haivo3225,5,Từng mua ở đây nên yên tâm,2024-09-14,0,,1044352529,25279395948
phunghuynh_92,5,Tuyệt với lắm nha mn người.,2024-10-09,0,,1044352529,25279395948
depkodut,5,"xịn, tốt",2024-09-09,0,,1044352529,25279395948
chokokiri,5,Ok,2024-09-16,0,,1044352529,25279395948
t*****5,5,Oke,2024-08-12,0,,1044352529,25279395948
replay198x,5,Oke,2025-06-10,0,,1044352529,25279395948
dogelqnd,5,Oke,2024-10-19,0,,1044352529,25279395948
duonghoaart,5,Sản phẩm tốt,2025-12-17,0,,1044352529,25279395948
kimnganpl,5,Sản phẩm tốt,2024-08-11,0,,1044352529,25279395948
myduyen_57,5,Okee,2025-04-20,0,,1044352529,25279395948
kalabas06,5,Rất tốt,2024-07-17,0,,1044352529,25279395948
ip3uffuvlh,5,Ok,2025-10-12,0,,1044352529,25279395948
